2019-04-01 12:36:51,919 [Worker-17] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: ndms_system:kndcs:1.0.0 @ D:\Demo\GitServer\ndms_app\kndcs\pom.xml.
2019-04-11 11:45:33,143 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-servlet-wildcard:jar:1.0.6 is missing, no dependency information available
2019-04-11 11:45:33,156 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-api:jar:1.0.6 is missing, no dependency information available
2019-04-11 11:45:33,173 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-servlet:jar:1.0.6 is missing, no dependency information available
2019-04-11 11:45:33,187 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-jsp:jar:1.0.6 is missing, no dependency information available
2019-04-11 11:45:33,198 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-autotag-core-runtime:jar:1.2 is missing, no dependency information available
2019-04-11 11:45:33,209 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:commons-digester:jar:2.0 is missing, no dependency information available
2019-04-11 11:45:33,220 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:jcl-over-slf4j:jar:1.7.25 is missing, no dependency information available
2019-04-11 11:45:33,230 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:log4jdbc-log4j2-jdbc4.1:jar:1.16 is missing, no dependency information available
2019-04-11 11:45:33,240 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-pool:jar:1.6 is missing, no dependency information available
2019-04-11 11:45:33,251 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-pool:jar:5.13.5 is missing, no dependency information available
2019-04-11 11:45:33,260 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-broker:jar:5.13.5 is missing, no dependency information available
2019-04-11 11:45:33,269 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-client:jar:5.13.5 is missing, no dependency information available
2019-04-11 11:45:33,278 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:javax.servlet-api:jar:3.0.1 is missing, no dependency information available
2019-04-11 11:45:33,287 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:javax.servlet.jsp-api:jar:2.3.1 is missing, no dependency information available
2019-04-11 11:45:33,297 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:joda-time:jar:2.7 is missing, no dependency information available
2019-04-11 11:45:33,306 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tika-core:jar:1.18 is missing, no dependency information available
2019-04-11 11:45:33,315 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:innorix-wp:jar:1.1.9 is missing, no dependency information available
2019-04-11 11:45:33,325 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:dom4j:jar:1.6.1 is missing, no dependency information available
2019-04-11 11:45:33,334 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:xmlbeans:jar:2.6.0 is missing, no dependency information available
2019-04-11 11:45:33,344 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-core:jar:3.1.9 is missing, no dependency information available
2019-04-11 11:45:33,353 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-bindings-soap:jar:3.1.9 is missing, no dependency information available
2019-04-11 11:45:33,362 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-bindings-xml:jar:3.1.9 is missing, no dependency information available
2019-04-11 11:45:33,372 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-databinding-jaxb:jar:3.1.9 is missing, no dependency information available
2019-04-11 11:45:33,380 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-frontend-simple:jar:3.1.9 is missing, no dependency information available
2019-04-11 11:45:33,390 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-ws-addr:jar:3.1.9 is missing, no dependency information available
2019-04-11 11:45:33,399 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-wsdl:jar:3.1.9 is missing, no dependency information available
2019-04-11 11:45:33,408 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-ws-policy:jar:3.1.9 is missing, no dependency information available
2019-04-11 11:45:33,418 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-frontend-jaxws:jar:3.1.9 is missing, no dependency information available
2019-04-11 11:45:33,428 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-transports-http:jar:3.1.9 is missing, no dependency information available
2019-04-11 11:45:33,437 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:woodstox-core-asl:jar:4.2.0 is missing, no dependency information available
2019-04-11 11:45:33,447 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:stax2-api:jar:3.1.4 is missing, no dependency information available
2019-04-11 11:45:33,457 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:neethi:jar:3.0.3 is missing, no dependency information available
2019-04-11 11:45:33,466 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:wsdl4j:jar:1.6.3 is missing, no dependency information available
2019-04-11 11:45:33,475 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:xml-resolver:jar:1.2 is missing, no dependency information available
2019-04-11 11:45:33,484 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:xmlschema-core:jar:2.2.1 is missing, no dependency information available
2019-04-11 11:45:33,493 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jaxb-core:jar:2.2.11 is missing, no dependency information available
2019-04-11 11:45:33,502 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jaxb-impl:jar:2.2.11 is missing, no dependency information available
2019-04-11 11:45:33,511 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:velocity:jar:1.7 is missing, no dependency information available
2019-04-11 11:45:33,524 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ccavutil:jar:1.0.0 is missing, no dependency information available
2019-04-11 11:45:33,534 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:iaikPkcs11Wrapper:jar:1.0.0 is missing, no dependency information available
2019-04-11 11:45:33,544 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:pdfbox-app:jar:2.0.8 is missing, no dependency information available
2019-04-11 11:45:33,553 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ttswfs:jar:1.0.0 is missing, no dependency information available
2019-04-11 11:45:35,890 [Worker-36] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /kndcs/src/main/java
2019-04-11 11:45:35,891 [Worker-36] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /kndcs/src/main/resources
2019-04-11 11:45:35,899 [Worker-36] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Skipping resource folder /kndcs/src/main/resources/profile/kndcs-local since it's contained by another resource folder
2019-04-11 11:45:35,899 [Worker-36] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Skipping resource folder /kndcs/src/main/resources/profile/kndcs-local since it's contained by another resource folder
2019-04-11 11:45:35,899 [Worker-36] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /kndcs/src/main/resources
2019-04-11 11:45:35,907 [Worker-36] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Skipping resource folder /kndcs/src/main/resources/profile/kndcs-local since it's contained by another resource folder
2019-04-11 11:45:35,908 [Worker-36] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Skipping resource folder /kndcs/src/main/resources/profile/kndcs-local since it's contained by another resource folder
2019-04-11 11:45:35,908 [Worker-36] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /kndcs/src/test/java
2019-04-11 11:45:54,595 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.maven.ide.eclipse:lifecycle-mapping:jar:0.9.9-SNAPSHOT is missing, no dependency information available
2019-04-11 11:45:54,604 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - Failed to retrieve plugin descriptor for org.apache.maven.ide.eclipse:lifecycle-mapping:0.9.9-SNAPSHOT: Plugin org.apache.maven.ide.eclipse:lifecycle-mapping:0.9.9-SNAPSHOT or one of its dependencies could not be resolved: Could not find artifact org.apache.maven.ide.eclipse:lifecycle-mapping:jar:0.9.9-SNAPSHOT
2019-04-11 11:45:54,614 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.maven.ide.eclipse:lifecycle-mapping:jar:0.9.9-SNAPSHOT is missing, no dependency information available
2019-04-11 11:45:54,623 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - Failed to retrieve plugin descriptor for org.apache.maven.ide.eclipse:lifecycle-mapping:0.9.9-SNAPSHOT: Plugin org.apache.maven.ide.eclipse:lifecycle-mapping:0.9.9-SNAPSHOT or one of its dependencies could not be resolved: Could not find artifact org.apache.maven.ide.eclipse:lifecycle-mapping:jar:0.9.9-SNAPSHOT
2019-04-11 11:45:54,636 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-beans:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:54,645 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-context:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:54,656 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-core:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:54,666 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-web:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:54,678 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-webmvc:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:54,691 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-tx:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:54,703 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-jdbc:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:54,715 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-beanutils:jar:1.9.1 is missing, no dependency information available
2019-04-11 11:45:54,727 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-collections:jar:3.2.1 is missing, no dependency information available
2019-04-11 11:45:54,739 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-httpclient:jar:3.1 is missing, no dependency information available
2019-04-11 11:45:54,752 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-io:jar:2.4 is missing, no dependency information available
2019-04-11 11:45:54,763 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-lang:jar:2.6 is missing, no dependency information available
2019-04-11 11:45:54,774 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-logging:jar:1.2 is missing, no dependency information available
2019-04-11 11:45:54,784 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-net:jar:3.3 is missing, no dependency information available
2019-04-11 11:45:54,796 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-lang3:jar:3.3.2 is missing, no dependency information available
2019-04-11 11:45:54,808 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:aspectjrt:jar:1.8.6 is missing, no dependency information available
2019-04-11 11:45:54,819 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:bcprov-jdk16:jar:1.46 is missing, no dependency information available
2019-04-11 11:45:54,831 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:gson:jar:2.8.0 is missing, no dependency information available
2019-04-11 11:45:54,844 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:jasypt:jar:1.9.2 is missing, no dependency information available
2019-04-11 11:45:54,854 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:javax_servlet_final:jar:3.0 is missing, no dependency information available
2019-04-11 11:45:54,866 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:jsch:jar:0.1.53 is missing, no dependency information available
2019-04-11 11:45:54,878 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:json-simple:jar:1.1 is missing, no dependency information available
2019-04-11 11:45:54,889 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:log4j-core:jar:2.9.1 is missing, no dependency information available
2019-04-11 11:45:54,901 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:log4j-api:jar:2.9.1 is missing, no dependency information available
2019-04-11 11:45:54,914 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:log4j-slf4j-impl:jar:2.9.1 is missing, no dependency information available
2019-04-11 11:45:54,926 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:oracle:jar:11 is missing, no dependency information available
2019-04-11 11:45:54,938 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:junit:jar:4.12 is missing, no dependency information available
2019-04-11 11:45:54,959 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hamcrest-core:jar:1.3 is missing, no dependency information available
2019-04-11 11:45:54,969 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:mybatis:jar:3.2.1 is missing, no dependency information available
2019-04-11 11:45:54,978 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:mybatis-spring:jar:1.3.1 is missing, no dependency information available
2019-04-11 11:45:54,989 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:httpclient:jar:4.5.3 is missing, no dependency information available
2019-04-11 11:45:54,999 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:httpcore:jar:4.5.3 is missing, no dependency information available
2019-04-11 11:45:55,011 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:hibernate-validator:jar:5.1.3 is missing, no dependency information available
2019-04-11 11:45:55,021 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:validation-api:jar:1.1.0.Final is missing, no dependency information available
2019-04-11 11:45:55,032 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-aop:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:55,042 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-context-support:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:55,051 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-expression:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:55,060 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-oxm:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:55,069 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-websocket:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:55,078 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-messaging:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:55,087 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-jms:jar:4.2.3 is missing, no dependency information available
2019-04-11 11:45:55,096 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-core:jar:4.1.1 is missing, no dependency information available
2019-04-11 11:45:55,105 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-messaging:jar:4.1.1 is missing, no dependency information available
2019-04-11 11:45:55,114 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-web:jar:4.1.1 is missing, no dependency information available
2019-04-11 11:45:55,123 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-config:jar:4.1.1 is missing, no dependency information available
2019-04-11 11:45:55,132 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-taglibs:jar:4.1.1 is missing, no dependency information available
2019-04-11 11:45:55,142 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-acl:jar:4.1.1 is missing, no dependency information available
2019-04-11 11:45:55,151 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:slf4j-api:jar:1.7.25 is missing, no dependency information available
2019-04-11 11:45:55,161 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:log4jdbc-remix:jar:0.2.7 is missing, no dependency information available
2019-04-11 11:45:55,172 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jackson-core:jar:2.9.0 is missing, no dependency information available
2019-04-11 11:45:55,182 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jackson-databind:jar:2.9.0 is missing, no dependency information available
2019-04-11 11:45:55,192 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jackson-annotations:jar:2.9.0 is missing, no dependency information available
2019-04-11 11:45:55,203 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:egovframework.rte.fdl.idgnr:jar:3.5.0 is missing, no dependency information available
2019-04-11 11:45:55,212 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:egovframework.rte.fdl.cmmn:jar:3.5.0 is missing, no dependency information available
2019-04-11 11:45:55,223 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:poi-ooxml:jar:3.8 is missing, no dependency information available
2019-04-11 11:45:55,233 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:poi-ooxml-schemas:jar:3.8 is missing, no dependency information available
2019-04-11 11:45:55,243 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:poi:jar:3.8 is missing, no dependency information available
2019-04-11 11:45:55,252 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jxls:jar:2.4.0 is missing, no dependency information available
2019-04-11 11:45:55,262 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jxls-poi:jar:1.0.11 is missing, no dependency information available
2019-04-11 11:45:55,281 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jxls-jexcel:jar:1.0.6 is missing, no dependency information available
2019-04-11 11:45:55,289 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jxl:jar:2.6.12 is missing, no dependency information available
2019-04-11 11:45:55,299 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jasypt:jar:1.9.2 is missing, no dependency information available
2019-04-11 11:45:55,310 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-mobile-device:jar:1.1.5.RELEASE is missing, no dependency information available
2019-04-11 11:45:55,321 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:mybatis:jar:3.4.5 is missing, no dependency information available
2019-04-11 11:45:55,331 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:aopalliance:jar:1.0 is missing, no dependency information available
2019-04-11 11:45:55,340 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:aspectjrt:jar:1.8.6 is missing, no dependency information available
2019-04-11 11:45:55,352 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:aspectjweaver:jar:1.8.6 is missing, no dependency information available
2019-04-11 11:45:55,363 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:commons-dbcp:jar:1.4 is missing, no dependency information available
2019-04-11 11:45:55,374 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jasypt-spring3:jar:1.9.2 is missing, no dependency information available
2019-04-11 11:45:55,383 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:spring-modules-validation:jar:0.8 is missing, no dependency information available
2019-04-11 11:45:55,393 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:commons-validator:jar:1.3.0 is missing, no dependency information available
2019-04-11 11:45:55,404 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:json-lib-ext-spring:jar:1.0.2 is missing, no dependency information available
2019-04-11 11:45:55,417 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:json-lib-jdk15:jar:2.2.2 is missing, no dependency information available
2019-04-11 11:45:55,429 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ezmorph:jar:1.0.6 is missing, no dependency information available
2019-04-11 11:45:55,440 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jstl:jar:1.1.2 is missing, no dependency information available
2019-04-11 11:45:55,451 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:taglibs:jar:1.1.2 is missing, no dependency information available
2019-04-11 11:45:55,461 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ehcache:jar:2.10.0 is missing, no dependency information available
2019-04-11 11:45:55,471 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:webappenhance:jar:1.0.1 is missing, no dependency information available
2019-04-11 11:45:55,480 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-validator:jar:5.1.3.Final is missing, no dependency information available
2019-04-11 11:45:55,489 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-annotations:jar:3.5.6-Final is missing, no dependency information available
2019-04-11 11:45:55,499 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-entitymanager:jar:5.1.0.Final is missing, no dependency information available
2019-04-11 11:45:55,510 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-core:jar:5.1.0.Final is missing, no dependency information available
2019-04-11 11:45:55,521 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jboss-logging:jar:3.3.0.Final is missing, no dependency information available
2019-04-11 11:45:55,532 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:classmate:jar:1.3.4 is missing, no dependency information available
2019-04-11 11:45:55,541 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-fileupload:jar:1.3.3 is missing, no dependency information available
2019-04-11 11:45:55,550 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-core:jar:3.0.4 is missing, no dependency information available
2019-04-11 11:45:55,562 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-servlet:jar:3.0.4 is missing, no dependency information available
2019-04-11 11:45:55,573 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-jsp:jar:3.0.4 is missing, no dependency information available
2019-04-11 11:45:55,582 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-extras:jar:3.0.4 is missing, no dependency information available
2019-04-11 11:45:55,591 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-api:jar:3.0.4 is missing, no dependency information available
2019-04-11 11:45:55,601 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-template:jar:3.0.4 is missing, no dependency information available
2019-04-11 11:45:55,610 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-servlet-wildcard:jar:1.0.6 is missing, no dependency information available
2019-04-11 11:45:55,620 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-api:jar:1.0.6 is missing, no dependency information available
2019-04-11 11:45:55,629 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-servlet:jar:1.0.6 is missing, no dependency information available
2019-04-11 11:45:55,638 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-jsp:jar:1.0.6 is missing, no dependency information available
2019-04-11 11:45:55,647 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-autotag-core-runtime:jar:1.2 is missing, no dependency information available
2019-04-11 11:45:55,656 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:commons-digester:jar:2.0 is missing, no dependency information available
2019-04-11 11:45:55,665 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:jcl-over-slf4j:jar:1.7.25 is missing, no dependency information available
2019-04-11 11:45:55,675 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:log4jdbc-log4j2-jdbc4.1:jar:1.16 is missing, no dependency information available
2019-04-11 11:45:55,684 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-pool:jar:1.6 is missing, no dependency information available
2019-04-11 11:45:55,695 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-pool:jar:5.13.5 is missing, no dependency information available
2019-04-11 11:45:55,705 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-broker:jar:5.13.5 is missing, no dependency information available
2019-04-11 11:45:55,714 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-client:jar:5.13.5 is missing, no dependency information available
